"Estimated gross national income per capita, female (2017 PPP $)"
"Dimension: Income/composition of resources"
"SDG 8.5 By 2030, achieve full and productive employment and decent work for all women and men,including for young people and persons with disabilities, and equal pay for work of equal value"
"Definition: Derived from the ratio of female to male wages, female and male shares of economically active population and gross national income (in 2017 purchasing power parity terms). See Technical note 3 at http://hdr.undp.org/sites/default/files/hdr2020_technical_notes.pdf for details."
"Source: HDRO calculations based on ILO (2020), UNDESA (2019a), World Bank (2020a), United Nations Statistics Division (2020b) and IMF (2020)."
""
"138"," Eswatini (Kingdom of)","4843","","4713","","5481","","5890","","6288","","6616","","7384","","7346","","7498","","7060","","7102","","6961","","7011","a"
"173"," Ethiopia","490","","548","","586","","921","","996","","1051","","1132","","1215","","1307","","1396","","1490","","1557","","1642","a"
"93"," Fiji","4996","","5231","","6622","","7285","","7639","","7604","","8031","","7974","","7983","","7970","","8016","","8245","","8317","a"
"11"," Finland","24017","","31360","","36136","","39191","","38558","","39404","","37717","","37933","","38434","","38976","","39839","","40630","","40759","a"
"26"," France","26220","","29997","","32614","","35652","","36382","","36549","","36781","","36643","","36943","","37320","","38137","","38851","","39478","a"
"119"," Gabon","10860","","9133","","9468","","8550","","8501","","9269","","9617","","10496","","10156","","10116","","9998","","9792","","9925","a"
"172"," Gambia","1401","","1497","","1532","","1191","","1061","","1090","","1090","","1043","","1056","","1051","","1071","","1112","","1145","a"
"61"," Georgia","2025","","3428","","4279","","5933","","6516","","7105","","7503","","7895","","8259","","8230","","8493","","9001","","9475","a"
"6"," Germany","27373","","30587","","32637","","37008","","40276","","40287","","40905","","40676","","42360","","43369","","44480","","45122","","45277","a"
"138"," Ghana","2061","","2250","","2520","","2962","","3233","","3359","","3616","","3575","","3548","","3572","","3755","","3914","","4073","a"
"32"," Greece","15296","","18862","","25093","","24622","","23145","","22491","","21707","","22258","","22770","","22863","","23289","","23545","","24062","a"
"127"," Guatemala","3194","","3903","","4163","","4519","","4319","","5179","","4977","","5023","","5335","","5267","","5195","","5312","","5451","a"
"178"," Guinea","1350","","1487","","1627","","1720","","1764","","1837","","1806","","1866","","1926","","2093","","2270","","2217","","2266","a"
"175"," Guinea-Bissau","1328","","1301","","1297","","1434","","1527","","1460","","1433","","1488","","1525","","1582","","1593","","1606","","1647","a"
"122"," Guyana","2214","","2649","","2961","","3499","","3750","","4014","","4226","","4522","","4709","","4825","","4937","","5123","","5359","a"
"170"," Haiti","1344","","1442","","1281","","1317","","1382","","1409","","1443","","1469","","1463","","1466","","1465","","1466","","1410","a"
"132"," Honduras","2194","","2250","","3106","","3502","","3360","","3272","","3465","","3585","","3650","","3806","","3876","","4114","","4173","a"
"4"," Hong Kong, China (SAR)","22285","","24585","","31268","","39255","","39676","","40358","","41431","","43803","","43853","","43058","","45363","","46610","","45961","a"
"40"," Hungary","11812","","13774","","18602","","18625","","18860","","18636","","19434","","20094","","20635","","21313","","20965","","22039","","23170","a"
"4"," Iceland","23905","","30248","","34772","","30467","","32066","","33760","","37977","","38485","","40916","","43893","","45693","","46660","","46413","a"
"131"," India","880","","1087","","1423","","1678","","1675","","1666","","1733","","1825","","1933","","2036","","2161","","2255","","2331","a"
"107"," Indonesia","3576","","3137","","3731","","5233","","5548","","5870","","6027","","6166","","6682","","6848","","7202","","7597","","7902","a"
"70"," Iran (Islamic Republic of)","1743","","2468","","3880","","4213","","4136","","3685","","3518","","3509","","3689","","4511","","4861","","4493","","4084","a"
"123"," Iraq","553","","1604","","1725","","2207","","2245","","2466","","2661","","2691","","2806","","3211","","2392","","2339","","2427","a"
"2"," Ireland","18364","","28318","","35105","","35487","","34516","","34279","","36334","","39084","","43500","","47809","","50170","","53380","","55540","a"
"19"," Israel","19634","","22116","","23850","","24600","","25508","","25550","","26772","","27577","","27919","","27856","","28211","","29223","","29665","a"
"29"," Italy","22872","","26733","","28929","","31005","","31390","","30877","","29478","","29442","","29272","","30173","","30978","","31500","","31639","a"
"101"," Jamaica","7437","","6730","","6904","","7088","","7217","","7322","","7299","","7296","","7264","","7329","","7509","","7465","","7501","a"
"19"," Japan","22682","","21373","","23042","","25083","","25367","","25911","","27056","","27653","","28259","","28746","","29767","","30276","","30584","a"
"102"," Jordan","1732","","2025","","2441","","3339","","3286","","3170","","2976","","2937","","2911","","3227","","3255","","3294","","3324","a"
"51"," Kazakhstan","7024","","7153","","10944","","13463","","13928","","14859","","16282","","16219","","17204","","16274","","16293","","16307","","16791","a"
"143"," Kenya","2389","","2370","","2378","","2787","","2900","","2949","","3031","","3113","","3223","","3333","","3413","","3574","","3666","a"
"23"," Korea (Republic of)","9727","","12570","","15939","","21227","","21983","","22693","","23249","","23736","","24066","","25025","","25900","","27089","","27734","a"
"64"," Kuwait","34100","","31685","","38674","","35153","","36308","","37481","","36390","","35440","","34553","","34746","","32586","","32297","","31698","a"
"120"," Kyrgyzstan","1832","","2125","","2402","","2647","","2638","","2805","","2873","","3004","","3156","","3110","","3031","","3055","","2971","a"
"137"," Lao People's Democratic Republic","1971","","2332","","3019","","3623","","3806","","4083","","4357","","4652","","4900","","5168","","5384","","5632","","5801","a"
"37"," Latvia","7226","","9746","","15240","","17731","","18771","","19727","","20434","","20832","","21651","","22578","","23990","","24961","","25758","a"
"92"," Lebanon","5196","","5518","","4949","","7879","","7652","","7389","","7161","","6882","","6597","","6501","","6568","","6421","","6078","a"
"165"," Lesotho","1827","","2248","","2185","","2370","","2379","","2417","","2437","","2445","","2411","","2516","","2474","","2453","","2471","a"
"175"," Liberia","397","","1231","","901","","1255","","1348","","1458","","1450","","1575","","1409","","1359","","1354","","1301","","1242","a"
"105"," Libya","31668","","33858","","42468","","57209","","22021","","47923","","23201","","11230","","5963","","4925","","8103","","9182","","9249","a"
"34"," Lithuania","8071","","10882","","16355","","20643","","21762","","22966","","23843","","25179","","25472","","26453","","28003","","29719","","30987","a"
"23"," Luxembourg","46105","","61270","","69951","","64078","","55583","","55122","","53582","","60918","","55714","","55652","","57634","","58397","","58642","a"
"164"," Madagascar","1257","","1320","","1276","","1235","","1224","","1207","","1195","","1204","","1356","","1199","","1228","","1251","","1273","a"
"174"," Malawi","1087","","1199","","648","","817","","830","","770","","780","","805","","800","","826","","818","","825","","838","a"
"62"," Malaysia","8212","","8798","","10267","","13848","","14738","","15419","","16537","","17477","","18426","","19063","","19621","","20041","","20825","a"
"95"," Maldives","4112","","6896","","6699","","8904","","9130","","8811","","8896","","8895","","8295","","8019","","7980","","7884","","7908","a"
"184"," Mali","1064","","1194","","1394","","1512","","1216","","1166","","1238","","1220","","1355","","1424","","1451","","1486","","1516","a"
